iter	RMSE
318	0.07784042428
319	0.07774070186
320	0.07761973322
321	0.07749822519
322	0.07736592892
323	0.07729409514
324	0.07715147061
325	0.07709395454
326	0.07698005761
327	0.07685370334
328	0.07669949922
329	0.0766162059
330	0.07649728373
331	0.07648338104
332	0.07637311603
333	0.0762568144
334	0.07613775092
335	0.07604966018
336	0.07591394783
337	0.07577337444
338	0.07570419972
339	0.07559966194
340	0.07549299133
341	0.07539965941
342	0.07529749207
343	0.07517252867
344	0.07503828118
345	0.07494820715
346	0.07483927223
347	0.07476205168
348	0.07462972852
349	0.07450816689
350	0.07440856938
351	0.07435428655
352	0.07423953332
353	0.07413394577
354	0.07408959011
355	0.07397211766
356	0.07388388833
357	0.07386572221
358	0.07377086959
359	0.07368182363
360	0.07358387139
361	0.07345310412
362	0.0733762085
363	0.07336411783
364	0.07331319277
365	0.07329963342
366	0.07319349275
367	0.07311872423
368	0.07303106354
369	0.07294609897
370	0.07283348668
371	0.07275151965
372	0.0726368401
373	0.07254151548
374	0.07243758645
375	0.07242782048
376	0.0724169641
377	0.07229722373
378	0.07217501412
379	0.07205211962
380	0.07188182108
381	0.07177232793
382	0.07166028736
383	0.07156750802
384	0.07149574746
385	0.07136799292
386	0.07130696582
387	0.07123990046
388	0.07115514495
389	0.0710691483
390	0.07098178341
391	0.07084374606
392	0.07075982563
393	0.07067255452
394	0.07054432879
395	0.07047575296
396	0.07033555017
397	0.07032136286
398	0.07023261989
399	0.07012518602
400	0.07002228883
401	0.06996717868
402	0.06988335999
403	0.06986979952
404	0.06975543961
405	0.06965062479
406	0.06956135974
407	0.06947157508
408	0.0694010136
409	0.06930572519
410	0.06929648427
411	0.06920771511
412	0.06913500738
413	0.06902634986
414	0.06894654145
415	0.06885451407
416	0.0687805657
417	0.06866291713
418	0.06856893663
419	0.068470398
420	0.06834128113
421	0.06823030907
422	0.06821860256
423	0.06815067225
424	0.06799534555
425	0.06790378152
426	0.06782204033
427	0.067750869
428	0.06773595836
429	0.06763950325
430	0.06755265503
431	0.06746493761
432	0.06737612025
433	0.06725656454
434	0.06723454748
435	0.0671295551
436	0.06702155398
437	0.06693485483
438	0.06690370475
439	0.06680286327
440	0.06669628726
441	0.06660772092
442	0.06659991529
443	0.06649744035
444	0.066422333
445	0.06634312138
446	0.06624317492
447	0.06616429043
448	0.06615661051
449	0.06605880681
450	0.06593759619
451	0.06592523634
452	0.06583444356
453	0.0657670387
454	0.06566941947
455	0.06560388124
456	0.06552359269
457	0.06551144728
458	0.06541543918
459	0.06529462036
460	0.06522682978
461	0.06513547304
462	0.06506241045
463	0.0650119478
464	0.06500143253
465	0.06491496803
466	0.06480960917
467	0.06472992783
468	0.06464437002
469	0.06452450717
470	0.06439703188
471	0.06425384846
472	0.06418314567
473	0.06411013159
474	0.06401788526
475	0.06395177066
476	0.06384317061
477	0.06375509572
478	0.06371936287
479	0.06362870478
480	0.06355937003
481	0.06347493994
482	0.06338292653
483	0.06334533025
484	0.06333774888
485	0.06325108703
486	0.06317246692
487	0.06309909618
488	0.06297029266
489	0.06287676175
490	0.06278204657
491	0.06269660072
492	0.06262279569
493	0.0625582911
494	0.06249793455
495	0.06240928357
496	0.0624019117
497	0.06239491325
498	0.06231542375
499	0.0622044459
500	0.06210750713
501	0.06210072732
502	0.06201932513
503	0.06195770775
504	0.06187016972
505	0.06178102298
506	0.0617711971
507	0.06169883198
508	0.06163238701
509	0.06156010788
510	0.06148660134
511	0.06140079425
512	0.06133574409
513	0.06129090339
514	0.0612412699
515	0.06117355666
516	0.06108961285
517	0.06102470231
518	0.06101947342
519	0.06094153292
520	0.06086514748
521	0.06077230127
522	0.06069345475
523	0.06068476141
524	0.06057069372
525	0.06051426998
526	0.06043696864
527	0.0603428268
528	0.06026685317
529	0.06016303875
530	0.06009156837
531	0.06002478548
532	0.06001614604
533	0.06000809924
534	0.05993000708
535	0.05981388133
536	0.05974709079
537	0.05968132846
538	0.0596336292
539	0.0595616929
540	0.05948894861
541	0.05945264715
542	0.05940496035
543	0.05933731227
544	0.05924925012
545	0.05913161842
546	0.05906478181
547	0.05899580822
548	0.05888454284
549	0.05882807363
550	0.05877424811
551	0.05871966607
552	0.05865917327
553	0.05858254555
554	0.05851310975
555	0.05849189082
556	0.05841163499
557	0.05830903913
558	0.05823580861
559	0.05815774692
560	0.05813562524
561	0.05803807759
562	0.05794122149
563	0.05793464065
564	0.05787417025
565	0.05781746181
566	0.05774600833
567	0.05769569851
568	0.05760078788
569	0.05754896862
570	0.057477604
571	0.05743531601
572	0.0573769331
573	0.05729856142
574	0.0572553047
575	0.05718790208
576	0.05713217853
577	0.05712174861
578	0.05711655584
579	0.05702443077
580	0.0569177245
581	0.05686560202
582	0.05680589817
583	0.05673654117
584	0.05666599453
585	0.05659572859
586	0.05652600484
587	0.05644792723
588	0.0563985134
589	0.05634861751
590	0.05629316291
591	0.05628380429
592	0.0562068068
593	0.05617976759
594	0.05617400402
595	0.05616746683
596	0.05605843641
597	0.05598805372
598	0.05590242446
599	0.05584802195
600	0.05579866677
601	0.0557389083
602	0.05568687098
603	0.05563199517
604	0.05562798945
605	0.05557867658
606	0.05551506339
607	0.05544293725
608	0.05537880338
609	0.05528373116
610	0.05520979401
611	0.05516119591
612	0.05512887875
613	0.05505816486
614	0.05499088993
615	0.05493365016
616	0.05483263443
617	0.05476723882
618	0.05468002399
619	0.05466387213
620	0.05462321517
621	0.05461856514
622	0.0545552706
623	0.0545261978
624	0.05443632345
625	0.05438795131
626	0.05432864541
627	0.05427759865
628	0.0542161716
629	0.05414230076
630	0.05409653091
631	0.05404376306
632	0.05396955584
633	0.05390489498
634	0.05383644678
635	0.05383216804
636	0.05372357463
637	0.05367843451
638	0.0536519892
639	0.053647138
640	0.05359414472
641	0.05354631894
642	0.05349954312
643	0.05343980805
644	0.05337618633
645	0.05331065225
646	0.05327518687
647	0.05318585713
648	0.05312935357
649	0.05307409518
650	0.05297794224
651	0.0529280786
652	0.05285805779
653	0.05284838275
654	0.05279413765
655	0.05275589411
656	0.05268095692
657	0.05260468889
658	0.05254739635
659	0.05250710649
660	0.05249943296
661	0.05240719002
662	0.05233920096
663	0.05227411007
664	0.05220207517
665	0.05213960702
666	0.05207033602
667	0.05201804203
668	0.05197076832
669	0.05192290673
670	0.05184194259
671	0.05179280856
672	0.05172725288
673	0.05166894367
674	0.05161866846
675	0.05157238737
676	0.0515277523
677	0.05151331768
678	0.05141366135
679	0.05134151283
680	0.05129445776
681	0.05123962415
682	0.05119629324
683	0.05114721131
684	0.05109687665
685	0.05104090028
686	0.05097084912
687	0.05089648033
688	0.05085856173
689	0.05075134815
690	0.05071058356
691	0.05065942337
692	0.05061176804
693	0.05053260561
694	0.05045227265
695	0.05039658176
696	0.05032793103
697	0.05031161855
698	0.05027646561
699	0.05023840805
700	0.05018003692
701	0.05015921359
702	0.05014347385
703	0.05012200157
704	0.05006160733
705	0.0500253496
706	0.04999332059
707	0.04996223644
708	0.04990718556
709	0.04986410888
710	0.0498551401
711	0.04979544579
712	0.0497778143
713	0.04969565995
714	0.049644891
715	0.04960190623
716	0.04954223889
717	0.04953765424
718	0.04947704315
719	0.04942737159
720	0.04937946407
721	0.04929914975
722	0.04928704963
723	0.04923556513
724	0.04918378163
725	0.04913217947
726	0.04909839377
727	0.04906638143
728	0.04896667081
729	0.04894541679
730	0.0488879924
731	0.04881805048
732	0.04874848237
733	0.04867266198
734	0.0486412094
735	0.04860119007
736	0.04853230404
737	0.04846822851
738	0.04839172099
739	0.04833024746
740	0.04827813231
741	0.04826290818
742	0.04825217306
743	0.04820360181
744	0.04819653294
745	0.0481661287
746	0.04810921779
747	0.0480757243
748	0.0480240905
749	0.04799899335
750	0.04792720528
751	0.04787977176
752	0.04783655411
753	0.04779942143
754	0.04775296164
755	0.04769253071
756	0.04762285896
757	0.04755634508
758	0.04750811989
759	0.0474717731
760	0.04741101975
761	0.04736126821
762	0.04731177349
763	0.04724873621
764	0.04720483795
765	0.0471485665
766	0.04714330921
767	0.04709460422
768	0.04705844866
769	0.04702972278
770	0.04699758646
771	0.04692425942
772	0.04688811387
773	0.04688143243
774	0.04683588101
775	0.04683137302
776	0.04675924188
777	0.04672029903
778	0.04667890768
779	0.04667411633
780	0.04663707982
781	0.0466316598
782	0.04658506996
783	0.04654831211
784	0.04650602933
785	0.04646107056
786	0.04639977815
787	0.04634714489
788	0.04631959402
789	0.04630037148
790	0.04622355744
791	0.04616817125
792	0.04612076763
793	0.0461168928
794	0.04606020973
795	0.04603992953
796	0.04599260549
797	0.0459058697
798	0.04586256298
799	0.0458409358
800	0.0458098441
801	0.04575875676
802	0.04573191877
803	0.0456863471
804	0.04563631694
805	0.04559364297
806	0.04555140439
807	0.04553072405
808	0.04551431763
809	0.04546505367
810	0.04542806289
811	0.04539644818
812	0.04536001615
813	0.04532453114
814	0.04531539873
815	0.04531229051
816	0.0452919202
817	0.04528211127
818	0.04527626675
819	0.0452651752
820	0.04522382192
821	0.04517595505
822	0.04511986133
823	0.04511505454
824	0.0451107236
825	0.04505397413
826	0.04501155229
827	0.04493778733
828	0.04489272209
829	0.04488950861
830	0.04483657487
831	0.04481122818
832	0.04476737328
833	0.04471241939
834	0.04465214964
835	0.04461149404
836	0.04460671496
837	0.04459156805
838	0.04455435586
839	0.04452150775
840	0.04449641633
841	0.04446810084
842	0.04441131691
843	0.04437700689
844	0.0443317023
845	0.04427813513
846	0.04424207581
847	0.0442243306
848	0.04417542008
849	0.04412060661
850	0.04408183617
851	0.04402431179
852	0.0440140662
853	0.04398361286
854	0.04394423731
855	0.04391764517
856	0.04384851866
857	0.04383301461
858	0.04378674331
859	0.04374576501
860	0.0437305981
861	0.04372694894
862	0.04369556046
863	0.04364637706
864	0.04358207673
865	0.04353974431
866	0.04350335898
867	0.04350036807
868	0.04346512949
869	0.04342157337
870	0.0433468843
871	0.04332003062
872	0.04328807916
873	0.04326001019
874	0.04325446363
875	0.04323319603
876	0.04322675629
877	0.04317895187
878	0.0431354437
879	0.04309276248
880	0.04304501782
881	0.04301742184
882	0.04298486545
883	0.04291447127
884	0.04291195272
885	0.04285851732
886	0.04280298546
887	0.04279971337
888	0.0427569993
889	0.04273383134
890	0.04268885702
891	0.0426490272
892	0.04259176631
893	0.04255133587
894	0.04253034177
895	0.04249673155
896	0.04244777877
897	0.04242255762
898	0.04238911082
899	0.04232993716
900	0.04232476811
901	0.04231375195
902	0.04225945217
903	0.04222472321
904	0.04216479621
905	0.04211071408
906	0.04207481581
907	0.04201889066
908	0.04197075782
909	0.0419663162
910	0.04191891361
911	0.04186209115
912	0.04181552018
913	0.04177745299
914	0.04172663381
915	0.04166984886
916	0.04162250865
917	0.04156483006
918	0.04153880663
919	0.04150178118
920	0.04146512383
921	0.0414214188
922	0.04141807079
923	0.04138356499
924	0.04135046335
925	0.04130654346
926	0.04125012902
927	0.04121482991
928	0.04119356454
929	0.04113925745
930	0.04110503277
931	0.0410435228
932	0.04100100768
933	0.040974963
934	0.04093312705
935	0.04088968213
936	0.04087402727
937	0.04082923903
938	0.04079269446
939	0.04074934841
940	0.04072875305
941	0.04071212868
942	0.04068554154
943	0.04063831645
944	0.04057900367
945	0.04054082178
946	0.04051547658
947	0.04051302426
948	0.04043724164
949	0.04041156607
950	0.04038770209
951	0.04033316468
952	0.04031150669
953	0.04028504178
954	0.04028174304
955	0.04025630446
956	0.04021934581
957	0.04016093161
958	0.04013979016
959	0.04010541588
960	0.0400729969
961	0.04003712499
962	0.04001264016
963	0.03994065672
964	0.03993627705
965	0.03989645111
966	0.03989356946
967	0.03985685234
968	0.03984842826
969	0.03981084811
970	0.03980194556
971	0.03978233717
972	0.03970753671
973	0.0396792482
974	0.0396346636
975	0.03958555422
976	0.03954546851
977	0.03950623938
978	0.03948036821
979	0.03947678276
980	0.03945554119
981	0.03941944095
982	0.03938183976
983	0.03935386729
984	0.03932588693
985	0.03927230604
986	0.03924337756
987	0.03918985293
988	0.03914342651
989	0.039118941
990	0.03910094422
991	0.03909909266
992	0.03904827473
993	0.0390339504
994	0.03901121205
995	0.03898784884
996	0.03892217831
997	0.03887993386
998	0.03881816467
999	0.03878480865
